# Plate Voltage(V) | Photocurrent(10^-8 A)
-1.70	-0.0007
-1.60	-0.0007
-1.50	-0.0007
-1.40	-0.0007
-1.30	-0.0007
-1.20	-0.0007
-1.10	-0.0006
-1.00	-0.0006
-0.90	-0.0006
-0.80	-0.0006
-0.70	-0.0006
-0.60	-0.0003
-0.50	0.0004
-0.40	0.0017
-0.30	0.0036
-0.20	0.0063
-0.10	0.0092
0.00	0.0127
0.10	0.0160
0.20	0.0189
0.30	0.0213
